gene,gene_name,fold_seed42,fold_seed43,fold_seed44
ENSG00000108389,MTMR4,3,4,0
ENSG00000139505,MTMR6,1,1,3
ENSG00000003987,MTMR7,4,0,2
ENSG00000102043,MTMR8,0,3,3
ENSG00000104643,MTMR9,1,0,2
ENSG00000135297,MTO1,1,4,0
ENSG00000198793,MTOR,1,2,0
ENSG00000107951,MTPAP,3,2,1
ENSG00000105887,MTPN,3,3,0
ENSG00000116984,MTR,1,1,1
ENSG00000120662,MTRF1,1,1,4
ENSG00000112031,MTRF1L,0,1,4
MTRNR2L1,MTRNR2L1,1,2,1
MTRNR2L4,MTRNR2L4,2,0,2
MTRNR2L8,MTRNR2L8,1,1,3
ENSG00000124275,MTRR,4,0,3
ENSG00000170873,MTSS1,1,4,4
ENSG00000132613,MTSS2,0,0,2
ENSG00000180354,MTURN,0,0,3
ENSG00000129422,MTUS1,0,1,4
ENSG00000173171,MTX1,3,1,3
ENSG00000128654,MTX2,0,2,3
ENSG00000177034,MTX3,0,2,2
ENSG00000185499,MUC1,0,4,1
ENSG00000205277,MUC12,4,2,2
ENSG00000173702,MUC13,1,4,4
ENSG00000181143,MUC16,4,3,2
ENSG00000205592,MUC19,3,2,4
ENSG00000198788,MUC2,0,1,3
ENSG00000176945,MUC20,1,4,4
ENSG00000169894,MUC3A,1,3,3
ENSG00000145113,MUC4,2,2,4
ENSG00000215182,MUC5AC,0,3,3
ENSG00000117983,MUC5B,4,4,4
ENSG00000172551,MUCL1,3,2,4
ENSG00000090432,MUL1,2,3,2
ENSG00000137265,IRF4,3,0,1
ENSG00000172732,MUS81,2,3,4
ENSG00000272573,MUSTN1,0,3,2
ENSG00000146085,MMUT,0,1,2
ENSG00000132781,MUTYH,2,4,0
ENSG00000141971,MVB12A,1,2,1
ENSG00000196814,MVB12B,3,3,4
ENSG00000167508,MVD,3,0,0
ENSG00000013364,MVP,1,2,4
ENSG00000157601,MX1,1,4,4
ENSG00000183486,MX2,1,3,2
ENSG00000059728,MXD1,0,3,0
ENSG00000213347,MXD3,4,2,0
ENSG00000123933,MXD4,0,0,4
ENSG00000119950,MXI1,2,4,1
ENSG00000182534,MXRA7,0,2,3
ENSG00000162576,MXRA8,4,4,4
ENSG00000179820,MYADM,1,2,3
ENSG00000118513,MYB,4,2,1
ENSG00000185697,MYBL1,1,1,0
ENSG00000136997,MYC,3,1,3
ENSG00000214114,MYCBP,1,3,1
ENSG00000005810,MYCBP2,2,2,1
ENSG00000136449,MYCBPAP,2,4,2
ENSG00000116990,MYCL,1,3,4
ENSG00000134323,MYCN,0,0,4
ENSG00000172936,MYD88,2,4,2
ENSG00000074842,MYDGF,0,4,2
ENSG00000104177,MYEF2,3,4,1
ENSG00000111049,MYF5,0,0,1
ENSG00000111046,MYF6,0,0,0
ENSG00000133026,MYH10,2,0,0
ENSG00000133392,MYH11,4,4,0
ENSG00000105357,MYH14,3,2,1
ENSG00000109063,MYH3,4,2,3
ENSG00000100345,MYH9,4,0,1
ENSG00000101608,MYL12A,4,0,3
ENSG00000118680,MYL12B,2,3,1
ENSG00000215375,MYL5,1,3,1
ENSG00000092841,MYL6,1,3,1
ENSG00000196465,MYL6B,4,0,0
ENSG00000101335,MYL9,0,0,3
ENSG00000007944,MYLIP,4,2,4
ENSG00000065534,MYLK,1,1,4
ENSG00000180209,MYL11,1,0,1
ENSG00000085274,MYNN,2,3,3
ENSG00000091536,MYO15A,3,4,0
ENSG00000266714,MYO15B,2,4,2
ENSG00000041515,MYO16,1,1,1
ENSG00000278259,MYO19,3,3,0
ENSG00000128641,MYO1B,1,4,3
ENSG00000197879,MYO1C,1,1,0
ENSG00000176658,MYO1D,0,2,1
ENSG00000157483,MYO1E,0,4,3
ENSG00000142347,MYO1F,2,0,4
ENSG00000136286,MYO1G,2,4,2
ENSG00000071909,MYO3B,0,0,3
ENSG00000197535,MYO5A,3,4,4
ENSG00000196586,MYO6,4,4,1
ENSG00000066933,MYO9A,0,0,0
ENSG00000099331,MYO9B,2,3,0
ENSG00000129152,MYOD1,3,2,1
ENSG00000138119,MYOF,4,4,3
ENSG00000122180,MYOG,4,2,1
ENSG00000101605,MYOM1,4,2,3
ENSG00000036448,MYOM2,0,4,3
ENSG00000176182,MYPOP,3,0,0
ENSG00000124920,MYRF,1,0,2
ENSG00000166268,MYRFL,0,2,0
ENSG00000162601,MYSM1,2,3,1
ENSG00000196132,MYT1,2,0,4
ENSG00000186487,MYT1L,4,3,0
ENSG00000170476,MZB1,1,1,0
ENSG00000099326,MZF1,2,1,4
ENSG00000173272,MZT2A,2,3,3
ENSG00000152082,MZT2B,2,1,1
ENSG00000102921,N4BP1,3,1,1
ENSG00000078177,N4BP2,3,0,3
ENSG00000139597,N4BP2L1,2,4,1
ENSG00000244754,N4BP2L2,4,3,0
ENSG00000145911,N4BP3,4,3,1
ENSG00000156239,N6AMT1,1,4,1
ENSG00000172766,NAA16,4,2,1
ENSG00000173418,NAA20,1,2,1
ENSG00000111300,NAA25,4,0,4
ENSG00000139977,NAA30,2,4,3
ENSG00000135040,NAA35,2,2,1
ENSG00000183011,NAA38,0,0,4
ENSG00000110583,NAA40,3,3,3
ENSG00000122390,NAA60,0,4,4
ENSG00000243477,NAA80,0,2,4
ENSG00000138744,NAAA,4,1,4
ENSG00000077616,NAALAD2,3,0,3
ENSG00000168060,NAALADL1,2,1,0
ENSG00000138386,NAB1,4,3,4
ENSG00000166886,NAB2,2,1,4
ENSG00000173559,NABP1,3,3,0
ENSG00000139579,NABP2,2,2,1
ENSG00000160877,NACC1,3,0,3
ENSG00000148411,NACC2,4,4,1
ENSG00000008130,NADK,2,2,2
ENSG00000152620,NADK2,0,3,0
ENSG00000172890,NADSYN1,0,2,3
ENSG00000159593,NAE1,4,2,4
ENSG00000145414,NAF1,3,3,3
ENSG00000198951,NAGA,0,0,1
ENSG00000124357,NAGK,3,4,2
ENSG00000108784,NAGLU,1,3,1
ENSG00000103174,NAGPA,2,3,3
ENSG00000171169,NAIF1,2,4,2
ENSG00000105835,NAMPT,3,2,1
ENSG00000111704,NANOG,0,2,1
ENSG00000205857,NANOGNB,3,4,1
ENSG00000188613,NANOS1,0,4,1
ENSG00000170191,NANP,1,2,4
ENSG00000095380,NANS,4,4,0
ENSG00000187109,NAP1L1,2,2,4
ENSG00000186462,NAP1L2,0,2,0
ENSG00000186310,NAP1L3,3,1,2
ENSG00000205531,NAP1L4,3,4,3
ENSG00000177432,NAP1L5,4,0,3
ENSG00000125814,NAPB,3,0,2
ENSG00000161048,NAPEPLD,0,2,1
ENSG00000134265,NAPG,2,0,3
ENSG00000147813,NAPRT,3,2,4
ENSG00000131400,NAPSA,0,1,2
ENSG00000141562,NARF,0,2,2
ENSG00000134440,NARS1,2,4,3
ENSG00000137513,NARS2,1,1,3
ENSG00000132780,NASP,0,4,4
ENSG00000171428,NAT1,4,2,4
ENSG00000090971,NAT14,2,3,4
ENSG00000109065,NAT9,1,3,3
ENSG00000274180,NATD1,1,3,2
ENSG00000134369,NAV1,2,3,0
ENSG00000213995,NAXD,0,2,1
ENSG00000163382,NAXE,4,3,2
ENSG00000151779,NBAS,3,0,1
ENSG00000172915,NBEA,0,4,1
ENSG00000144426,NBEAL1,4,3,1
ENSG00000160796,NBEAL2,2,1,4
ENSG00000158747,NBL1,4,0,0
ENSG00000104320,NBN,3,2,3
ENSG00000263956,NBPF11,1,2,0
ENSG00000270629,NBPF14,4,3,1
ENSG00000266338,NBPF15,4,4,0
ENSG00000162825,NBPF20,3,1,4
ENSG00000273136,NBPF26,4,2,3
ENSG00000142794,NBPF3,4,4,1
ENSG00000269713,NBPF9,1,0,3
ENSG00000188554,NBR1,3,0,3
ENSG00000104490,NCALD,4,2,1
ENSG00000149294,NCAM1,1,2,3
ENSG00000151503,NCAPD3,3,0,1
ENSG00000146918,NCAPG2,4,2,2
ENSG00000025770,NCAPH2,1,4,3
ENSG00000074356,NCBP3,1,0,3
ENSG00000020129,NCDN,4,4,1
ENSG00000144959,NCEH1,2,1,1
ENSG00000158517,NCF1,3,1,0
ENSG00000116701,NCF2,0,1,1
ENSG00000100365,NCF4,4,3,3
ENSG00000158092,NCK1,0,3,0
ENSG00000071051,NCK2,3,2,0
ENSG00000061676,NCKAP1,4,1,0
ENSG00000123338,NCKAP1L,2,0,4
ENSG00000167566,NCKAP5L,2,1,4
ENSG00000213672,NCKIPSD,2,1,3
ENSG00000125912,NCLN,3,0,3
ENSG00000084676,NCOA1,4,0,3
ENSG00000140396,NCOA2,2,3,1
ENSG00000124151,NCOA3,3,1,1
ENSG00000266412,NCOA4,4,2,4
ENSG00000124160,NCOA5,3,4,4
ENSG00000198646,NCOA6,4,3,1
ENSG00000111912,NCOA7,3,3,1
ENSG00000141027,NCOR1,3,2,1
ENSG00000204475,NCR3,0,0,1
ENSG00000188211,NCR3LG1,0,4,0
ENSG00000107130,NCS1,2,2,3
ENSG00000058804,NDC1,1,0,2
ENSG00000072864,NDE1,2,1,3
ENSG00000166579,NDEL1,2,2,4
ENSG00000131507,NDFIP1,2,1,4
ENSG00000102471,NDFIP2,2,3,3
ENSG00000188566,NDOR1,3,1,0
ENSG00000104419,NDRG1,0,1,2
ENSG00000165795,NDRG2,2,1,1
ENSG00000101079,NDRG3,2,3,1
ENSG00000070614,NDST1,2,4,1
ENSG00000166507,NDST2,4,2,3
ENSG00000130414,NDUFA10,0,2,1
ENSG00000174886,NDUFA11,1,4,4
ENSG00000184752,NDUFA12,2,2,4
ENSG00000186010,NDUFA13,2,2,3
ENSG00000170906,NDUFA3,2,2,1
ENSG00000189043,NDUFA4,2,2,3
ENSG00000128609,NDUFA5,2,2,1
ENSG00000184983,NDUFA6,3,4,2
ENSG00000119421,NDUFA8,3,2,0
ENSG00000139180,NDUFA9,3,2,4
ENSG00000137806,NDUFAF1,2,0,0
ENSG00000164182,NDUFAF2,1,1,0
ENSG00000178057,NDUFAF3,0,1,0
ENSG00000123545,NDUFAF4,2,0,4
ENSG00000101247,NDUFAF5,3,1,1
ENSG00000156170,NDUFAF6,0,4,1
ENSG00000224877,NDUFAF8,3,1,0
ENSG00000183648,NDUFB1,2,1,3
ENSG00000140990,NDUFB10,3,0,2
ENSG00000147123,NDUFB11,2,0,4
ENSG00000090266,NDUFB2,1,2,0
ENSG00000119013,NDUFB3,3,3,4
ENSG00000065518,NDUFB4,3,4,2
ENSG00000136521,NDUFB5,3,4,0
ENSG00000165264,NDUFB6,4,3,3
ENSG00000099795,NDUFB7,3,3,3
ENSG00000166136,NDUFB8,0,3,3
ENSG00000147684,NDUFB9,2,4,3
ENSG00000109390,NDUFC1,3,3,2
ENSG00000151366,NDUFC2,3,4,1
ENSG00000023228,NDUFS1,2,4,2
ENSG00000158864,NDUFS2,0,0,3
ENSG00000213619,NDUFS3,3,1,1
ENSG00000164258,NDUFS4,1,1,3
ENSG00000168653,NDUFS5,1,4,2
ENSG00000145494,NDUFS6,3,0,0
ENSG00000115286,NDUFS7,3,3,1
ENSG00000110717,NDUFS8,0,4,1
ENSG00000167792,NDUFV1,0,4,1
ENSG00000178127,NDUFV2,1,2,3
ENSG00000160194,NDUFV3,1,3,2
ENSG00000183091,NEB,1,2,2
ENSG00000125967,NECAB3,4,2,2
ENSG00000089818,NECAP1,0,0,4
ENSG00000157191,NECAP2,1,4,4
ENSG00000110400,NECTIN1,3,3,2
ENSG00000130202,NECTIN2,4,0,0
ENSG00000177707,NECTIN3,4,2,4
ENSG00000069869,NEDD4,1,4,4
ENSG00000049759,NEDD4L,1,0,0
ENSG00000111859,NEDD9,1,1,2
ENSG00000277586,NEFL,2,4,4
ENSG00000104722,NEFM,4,1,2
ENSG00000140398,NEIL1,1,4,3
ENSG00000154328,NEIL2,3,4,4
ENSG00000109674,NEIL3,2,2,2
ENSG00000137601,NEK1,2,2,1
ENSG00000163491,NEK10,1,4,0
ENSG00000114670,NEK11,3,1,2
ENSG00000117650,NEK2,3,4,0
ENSG00000136098,NEK3,2,3,3
ENSG00000114904,NEK4,0,1,0
ENSG00000119408,NEK6,3,3,4
ENSG00000151414,NEK7,2,2,1
ENSG00000160602,NEK8,2,4,2
ENSG00000119638,NEK9,2,0,2
ENSG00000185049,NELFA,2,0,1
ENSG00000188986,NELFB,0,4,4
ENSG00000101158,NELFCD,1,2,2
ENSG00000204356,NELFE,4,3,2
ENSG00000184613,NELL2,0,2,0
ENSG00000165525,NEMF,0,4,1
ENSG00000166881,NEMP1,4,0,2
ENSG00000189362,NEMP2,1,0,3
ENSG00000117691,NENF,2,2,3
ENSG00000067141,NEO1,3,3,2
ENSG00000173848,NET1,3,2,1
ENSG00000171208,NETO2,1,1,1
ENSG00000204386,NEU1,2,4,2
ENSG00000162139,NEU3,1,0,2
ENSG00000107954,NEURL1,1,3,0
ENSG00000215041,NEURL4,0,2,1
ENSG00000171532,NEUROD2,3,0,4
ENSG00000123307,NEUROD4,1,0,3
ENSG00000164600,NEUROD6,4,0,3
ENSG00000181965,NEUROG1,3,1,3
ENSG00000178403,NEUROG2,3,3,1
ENSG00000122859,NEUROG3,0,3,1
ENSG00000162614,NEXN,0,2,3
ENSG00000196712,NF1,1,4,3
ENSG00000186575,NF2,3,4,0
ENSG00000235568,NFAM1,3,3,2
ENSG00000163531,NFASC,4,2,4
ENSG00000102908,NFAT5,1,3,4
ENSG00000131196,NFATC1,0,3,2
ENSG00000101096,NFATC2,4,1,3
ENSG00000176953,NFATC2IP,1,4,0
ENSG00000072736,NFATC3,1,2,4
ENSG00000100968,NFATC4,3,0,2
ENSG00000123405,NFE2,0,4,1
ENSG00000082641,NFE2L1,1,4,0
ENSG00000116044,NFE2L2,4,2,3
ENSG00000050344,NFE2L3,4,3,3
ENSG00000230257,NFE4,1,1,1
ENSG00000162599,NFIA,3,1,2
ENSG00000147862,NFIB,0,4,4
ENSG00000141905,NFIC,0,1,2
ENSG00000008441,NFIX,0,0,2
ENSG00000109320,NFKB1,1,3,3
ENSG00000077150,NFKB2,0,0,4
ENSG00000100906,NFKBIA,2,3,4
ENSG00000104825,NFKBIB,0,1,4
ENSG00000167604,NFKBID,3,4,2
ENSG00000204498,NFKBIL1,3,1,2
ENSG00000144802,NFKBIZ,3,4,3
ENSG00000170322,NFRKB,4,4,4
ENSG00000244005,NFS1,2,3,3
ENSG00000169599,NFU1,4,4,3
ENSG00000086102,NFX1,4,3,2
ENSG00000170448,NFXL1,0,3,4
ENSG00000151092,NGLY1,0,1,3
ENSG00000182768,NGRN,4,3,4
ENSG00000187736,NHEJ1,2,4,2
ENSG00000171786,NHLH1,3,1,3
ENSG00000177551,NHLH2,0,3,1
ENSG00000196865,NHLRC2,2,2,3
ENSG00000188811,NHLRC3,3,4,0
ENSG00000087303,NID2,1,4,0
ENSG00000196290,NIF3L1,1,2,0
ENSG00000100503,NIN,3,1,0
ENSG00000131669,NINJ1,0,2,1
ENSG00000171840,NINJ2,2,3,1
ENSG00000132603,NIP7,3,4,0
ENSG00000170113,NIPA1,0,3,0
ENSG00000140157,NIPA2,4,3,1
ENSG00000163293,NIPAL1,1,1,0
ENSG00000104361,NIPAL2,1,0,2
ENSG00000001461,NIPAL3,3,4,2
ENSG00000172548,NIPAL4,2,3,0
ENSG00000164190,NIPBL,1,0,0
ENSG00000184117,NIPSNAP1,0,4,4
ENSG00000146729,NIPSNAP2,4,4,0
ENSG00000136783,NIPSNAP3A,0,0,0
ENSG00000010322,NISCH,4,0,4
ENSG00000158793,NIT1,4,2,3
ENSG00000114021,NIT2,2,1,2
ENSG00000150776,NKAPD1,2,2,3
ENSG00000140807,NKD1,3,3,2
ENSG00000145506,NKD2,3,4,0
ENSG00000105374,NKG7,0,0,4
ENSG00000197885,NKIRAS1,1,4,3
ENSG00000168256,NKIRAS2,1,4,4
ENSG00000186416,NKRF,4,3,0
ENSG00000114857,NKTR,4,3,3
ENSG00000235608,NKX1-1,3,4,1
ENSG00000229544,NKX1-2,0,4,1
ENSG00000136352,NKX2-1,1,2,0
ENSG00000125820,NKX2-2,1,1,4
ENSG00000119919,NKX2-3,4,3,1
ENSG00000125816,NKX2-4,3,1,1
ENSG00000183072,NKX2-5,0,0,3
ENSG00000180053,NKX2-6,1,3,2
ENSG00000136327,NKX2-8,3,2,1
ENSG00000167034,NKX3-1,0,0,1
ENSG00000109705,NKX3-2,1,1,3
ENSG00000163623,NKX6-1,3,2,3
ENSG00000148826,NKX6-2,4,0,0
ENSG00000165066,NKX6-3,4,1,1
ENSG00000169992,NLGN2,4,3,4
ENSG00000196338,NLGN3,4,1,1
ENSG00000087095,NLK,2,3,4
ENSG00000123213,NLN,0,0,4
ENSG00000140853,NLRC5,1,3,2
ENSG00000091592,NLRP1,4,2,3
ENSG00000022556,NLRP2,4,0,0
ENSG00000162711,NLRP3,0,1,1
ENSG00000174885,NLRP6,4,1,0
ENSG00000160703,NLRX1,3,2,3
ENSG00000197696,NMB,1,3,3
ENSG00000239672,NME1,3,4,1
ENSG00000103024,NME3,3,4,3
ENSG00000103202,NME4,1,4,0
ENSG00000172113,NME6,4,3,3
ENSG00000143156,NME7,1,0,4
ENSG00000181322,NME9,2,2,2
ENSG00000123609,NMI,4,0,0
ENSG00000163864,NMNAT3,1,1,4
ENSG00000153406,NMRAL1,3,1,0
ENSG00000106733,NMRK1,3,1,1
ENSG00000136448,NMT1,0,3,0
ENSG00000152465,NMT2,0,3,3
ENSG00000171596,NMUR1,1,2,3
ENSG00000053438,NNAT,3,3,4
ENSG00000166741,NNMT,2,4,2
ENSG00000112992,NNT,4,1,2
ENSG00000084092,NOA1,1,3,0
ENSG00000106410,NOBOX,2,1,0
ENSG00000188976,NOC2L,3,3,2
ENSG00000151014,NOCT,1,1,0
ENSG00000106100,NOD1,0,3,3
ENSG00000167207,NOD2,0,2,1
ENSG00000183691,NOG,2,4,1
ENSG00000273899,NOL12,4,1,4
ENSG00000140939,NOL3,1,4,2
ENSG00000197183,NOL4L,3,4,1
ENSG00000225921,NOL7,1,1,4
ENSG00000166197,NOLC1,4,2,2
ENSG00000146909,NOM1,2,1,1
ENSG00000103512,NOMO1,4,4,4
ENSG00000185164,NOMO2,1,2,0
ENSG00000147140,NONO,4,0,2
ENSG00000087269,NOP14,0,3,1
ENSG00000105373,NOP53,1,3,1
ENSG00000196943,NOP9,2,0,4
ENSG00000089250,NOS1,3,0,3
ENSG00000164867,NOS3,3,1,0
ENSG00000142546,NOSIP,0,1,3
ENSG00000148400,NOTCH1,4,1,2
ENSG00000134250,NOTCH2,3,3,3
ENSG00000264343,NOTCH2NLA,4,1,1
ENSG00000214513,NOTO,4,0,2
ENSG00000188747,NOXA1,3,3,2
ENSG00000130751,NPAS1,2,1,0
ENSG00000170485,NPAS2,4,3,1
ENSG00000151322,NPAS3,3,1,2
ENSG00000174576,NPAS4,3,3,4
ENSG00000149308,NPAT,1,0,1
ENSG00000141458,NPC1,1,2,0
ENSG00000119655,NPC2,1,4,0
ENSG00000107281,NPDC1,2,1,3
ENSG00000215440,NPEPL1,0,2,1
ENSG00000141279,NPEPPS,3,1,2
ENSG00000113971,NPHP3,4,2,1
ENSG00000131697,NPHP4,1,0,0
ENSG00000183426,NPIPA1,1,1,3
ENSG00000183793,NPIPA5,3,4,3
ENSG00000214967,NPIPA7,1,3,0
ENSG00000214940,NPIPA8,1,0,1
ENSG00000169246,NPIPB3,0,4,0
ENSG00000185864,NPIPB4,1,4,3
ENSG00000243716,NPIPB5,0,0,1
ENSG00000135838,NPL,3,0,0
ENSG00000182446,NPLOC4,0,1,0
ENSG00000181163,NPM1,1,2,2
ENSG00000107833,NPM3,4,2,4
ENSG00000159899,NPR2,0,3,4
ENSG00000114388,NPRL2,3,2,2
ENSG00000103148,NPRL3,4,1,1
ENSG00000156642,NPTN,4,1,0
ENSG00000171246,NPTX1,0,1,0
ENSG00000221890,NPTXR,0,1,0
ENSG00000181019,NQO1,0,2,1
ENSG00000124588,NQO2,2,2,0
ENSG00000169297,NR0B1,2,2,3
ENSG00000126368,NR1D1,4,2,0
ENSG00000174738,NR1D2,2,0,2
ENSG00000131408,NR1H2,1,2,1
ENSG00000025434,NR1H3,0,3,0
ENSG00000012504,NR1H4,4,2,1
ENSG00000144852,NR1I2,1,0,2
ENSG00000143257,NR1I3,3,0,0
ENSG00000120798,NR2C1,0,4,3
ENSG00000177463,NR2C2,0,4,1
ENSG00000184162,NR2C2AP,2,1,0
ENSG00000112333,NR2E1,0,1,2
ENSG00000278570,NR2E3,3,2,1
ENSG00000175745,NR2F1,3,4,1
ENSG00000185551,NR2F2,4,3,2
ENSG00000160113,NR2F6,2,3,2
ENSG00000113580,NR3C1,4,1,2
ENSG00000151623,NR3C2,4,1,4
ENSG00000123358,NR4A1,0,2,0
ENSG00000153234,NR4A2,0,2,3
ENSG00000119508,NR4A3,3,3,2
ENSG00000136931,NR5A1,2,3,3
ENSG00000116833,NR5A2,1,3,1
ENSG00000148200,NR6A1,2,2,1
ENSG00000198435,NRARP,0,3,2
ENSG00000213281,NRAS,2,4,2
ENSG00000148572,NRBF2,2,0,0
ENSG00000115216,NRBP1,4,2,1
ENSG00000185189,NRBP2,0,4,4
ENSG00000091129,NRCAM,1,0,2
ENSG00000078618,NRDC,0,0,2
ENSG00000134986,NREP,2,4,2
ENSG00000158458,NRG2,3,3,2
ENSG00000169752,NRG4,0,0,0
ENSG00000154146,NRGN,4,3,1
ENSG00000180530,NRIP1,1,3,1
ENSG00000053702,NRIP2,1,2,3
ENSG00000175352,NRIP3,3,3,4
ENSG00000137404,NRM,0,4,3
ENSG00000124785,NRN1,4,2,4
ENSG00000118257,NRP2,1,2,2
ENSG00000174004,NRROS,0,2,3
ENSG00000165671,NSD1,3,0,2
ENSG00000109685,NSD2,3,1,2
ENSG00000147548,NSD3,1,3,3
ENSG00000147383,NSDHL,4,0,1
ENSG00000088833,NSFL1C,1,3,0
ENSG00000168824,NSG1,0,3,0
ENSG00000117697,NSL1,3,4,2
ENSG00000035681,NSMAF,1,2,2
ENSG00000156831,NSMCE2,4,1,2
ENSG00000165802,NSMF,2,3,3
ENSG00000037474,NSUN2,2,4,1
ENSG00000178694,NSUN3,1,2,2
ENSG00000117481,NSUN4,2,0,4
ENSG00000130305,NSUN5,0,3,3
ENSG00000241058,NSUN6,1,0,4
ENSG00000125458,NT5C,4,4,0
ENSG00000076685,NT5C2,3,3,2
ENSG00000141698,NT5C3B,1,0,0
ENSG00000178425,NT5DC1,3,0,1
ENSG00000168268,NT5DC2,4,3,4
ENSG00000111696,NT5DC3,3,2,4
ENSG00000135318,NT5E,2,3,4
ENSG00000205309,NT5M,2,3,0
ENSG00000157045,NTAN1,3,1,0
ENSG00000065057,NTHL1,2,2,1
ENSG00000148335,NTMT1,3,2,4
ENSG00000074527,NTN4,3,3,2
ENSG00000142233,NTN5,0,2,1
ENSG00000196358,NTNG2,1,2,3
ENSG00000135778,NTPCR,4,4,2
ENSG00000198400,NTRK1,1,2,2
ENSG00000148053,NTRK2,3,4,0
ENSG00000140538,NTRK3,2,2,2
ENSG00000074590,NUAK1,1,2,4
ENSG00000163545,NUAK2,0,1,0
ENSG00000013374,NUB1,2,3,4
ENSG00000095906,NUBP2,0,3,2
ENSG00000151413,NUBPL,0,4,3
ENSG00000070081,NUCB2,1,2,2
ENSG00000069275,NUCKS1,1,3,3
ENSG00000120526,NUDCD1,0,2,1
ENSG00000170584,NUDCD2,0,4,0
ENSG00000015676,NUDCD3,0,2,0
ENSG00000106268,NUDT1,4,0,1
ENSG00000196368,NUDT11,0,3,0
ENSG00000112874,NUDT12,1,4,2
ENSG00000166321,NUDT13,1,3,4
ENSG00000183828,NUDT14,3,4,0
ENSG00000136159,NUDT15,0,0,3
ENSG00000198585,NUDT16,1,1,0
ENSG00000168101,NUDT16L1,2,0,0
ENSG00000186364,NUDT17,0,4,0
ENSG00000275074,NUDT18,3,1,3
ENSG00000213965,NUDT19,1,0,3
ENSG00000164978,NUDT2,1,2,3
ENSG00000149761,NUDT22,1,2,1
ENSG00000272325,NUDT3,0,2,2
ENSG00000173598,NUDT4,2,3,1
ENSG00000165609,NUDT5,2,4,3
ENSG00000170917,NUDT6,2,0,4
ENSG00000140876,NUDT7,2,4,4
ENSG00000167799,NUDT8,2,2,4
ENSG00000170502,NUDT9,3,3,3
ENSG00000083635,NUFIP1,4,4,2
ENSG00000108256,NUFIP2,1,4,1
ENSG00000189233,NUGGC,0,4,2
ENSG00000137497,NUMA1,2,0,0
ENSG00000133961,NUMB,2,0,4
ENSG00000105245,NUMBL,3,4,1
ENSG00000069248,NUP133,2,2,0
ENSG00000095319,NUP188,2,2,2
ENSG00000132182,NUP210,2,0,4
ENSG00000163002,NUP35,3,1,0
ENSG00000075188,NUP37,2,0,1
ENSG00000093000,NUP50,3,4,0
ENSG00000198088,NUP62CL,4,2,0
ENSG00000136243,NUP42,0,4,3
ENSG00000176046,NUPR1,3,3,3
ENSG00000153989,NUS1,2,1,1
ENSG00000137804,NUSAP1,1,4,1
ENSG00000144815,NXPE3,3,1,0
ENSG00000132661,NXT1,1,3,0
ENSG00000101888,NXT2,2,4,0
ENSG00000184232,OAF,0,3,2
ENSG00000124596,OARD1,2,4,1
ENSG00000089127,OAS1,4,0,2
ENSG00000111335,OAS2,0,0,0
ENSG00000111331,OAS3,4,1,3
ENSG00000135114,OASL,3,2,0
ENSG00000065154,OAT,1,4,2
ENSG00000104904,OAZ1,0,2,4
ENSG00000180304,OAZ2,1,4,0
ENSG00000143450,OAZ3,1,0,2
ENSG00000154358,OBSCN,2,0,2
ENSG00000099330,OCEL1,1,0,4
ENSG00000109180,OCIAD1,1,3,2
ENSG00000145247,OCIAD2,2,3,3
OCLM,OCLM,4,1,1
ENSG00000122543,OCM,1,0,1
ENSG00000115758,ODC1,0,3,1
ENSG00000136811,ODF2,3,4,0
ENSG00000122417,ODF2L,3,3,2
ENSG00000177989,CIMAP1B,2,1,3
ENSG00000157181,ODR4,1,4,1
ENSG00000046651,OFD1,4,1,4
ENSG00000198408,OGA,2,4,1
ENSG00000105953,OGDH,2,2,4
ENSG00000111325,OGFOD2,2,2,4
ENSG00000060491,OGFR,2,4,2
ENSG00000119900,OGFRL1,2,3,0
ENSG00000114026,OGG1,0,0,4
ENSG00000147162,OGT,1,1,3
ENSG00000104147,OIP5,1,3,4
ENSG00000138430,OLA1,0,2,4
ENSG00000152463,OLAH,2,0,2
ENSG00000102837,OLFM4,3,2,2
ENSG00000184221,OLIG1,0,4,1
ENSG00000205927,OLIG2,0,4,4
ENSG00000177468,OLIG3,3,1,0
ENSG00000162600,OMA1,0,3,4
ENSG00000169856,ONECUT1,1,3,3
ENSG00000119547,ONECUT2,4,0,2
ENSG00000205922,ONECUT3,2,4,2
ENSG00000198836,OPA1,0,1,0
ENSG00000125741,OPA3,3,2,3
ENSG00000128617,OPN1SW,2,4,0
ENSG00000054277,OPN3,3,1,0
ENSG00000125510,OPRL1,2,2,3
ENSG00000112038,OPRM1,2,3,1
ENSG00000123240,OPTN,4,4,2
ENSG00000141194,OR4D1,2,1,2
ENSG00000276045,ORAI1,3,4,0
ENSG00000160991,ORAI2,3,4,3
ENSG00000175938,ORAI3,0,1,3
ENSG00000115947,ORC4,1,0,1
ENSG00000164815,ORC5,4,2,2
ENSG00000091651,ORC6,4,3,3
ENSG00000228278,ORM2,1,0,4
ENSG00000128699,ORMDL1,3,3,3
ENSG00000123353,ORMDL2,1,2,4
ENSG00000172057,ORMDL3,3,2,3
ENSG00000135506,OS9,3,0,2
ENSG00000184792,OSBP2,1,4,1
ENSG00000144645,OSBPL10,2,2,0
ENSG00000144909,OSBPL11,3,0,3
ENSG00000141447,OSBPL1A,3,1,1
ENSG00000130703,OSBPL2,1,0,1
ENSG00000070882,OSBPL3,3,4,3
